Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
Magaj,kg,packet,1,465,Kitchen,,,100,room_temperature,FALSE,,ASHOK INDUSTRIES ,TRUE,TRUE
Suji ,kg,packet,1,45,Kitchen,,,90,room_temperature,FALSE,,TAPARIA ,TRUE,TRUE
Itli Rawa ,kg,packet,1,40,Kitchen,,,169,room_temperature,FALSE,,,TRUE,TRUE
Imli ,kg,packet,1,125,Kitchen,,,20,room_temperature,FALSE,,,TRUE,TRUE
Pani Puri  ,kg,packet,1,95,Kitchen,,,3,room_temperature,FALSE,,AMAZING ,TRUE,TRUE
Gulab Jamun Powder ,kg,packet,0.2,107,Kitchen,,,265,room_temperature,FALSE,,GITS ,TRUE,TRUE
Ajinomoto ,kg,packet,0.5,90,Kitchen,,,53,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Spaghetti ,kg,packet,0.5,65,Kitchen,,,32,room_temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
Pasta Lasaniya,packet,packet,1,250,Kitchen,,,15,room_temperature,FALSE,,,TRUE,TRUE
Pasta Penne  ,packet,packet,1,120,Kitchen,,,16,room_temperature,FALSE,,,TRUE,TRUE
Pasta Macroni  ,packet,packet,1,83.61,Kitchen,,,14,room_temperature,FALSE,,,TRUE,TRUE
Pasta Penne  ,kg,packet,1,58,Kitchen,,,12,room_temperature,FALSE,,ZILLI MILLI ,TRUE,TRUE
Pasta Macroni  ,kg,packet,1,58,Kitchen,,,0,room_temperature,FALSE,,ZILLI MILLI ,TRUE,TRUE
Gur (Jaggery),kg,packet,1,42.97,Kitchen,,,50,room_temperature,FALSE,,,TRUE,TRUE
Baking Powder ,kg,packet,0.4,48.14,Kitchen,,,25,room_temperature,FALSE,,WEIKFIELD ,TRUE,TRUE
Murmura ,kg,packet,0.5,37.15,Kitchen,,,33,room_temperature,FALSE,,,TRUE,TRUE
Sabudana ,kg,packet,0.5,36.5,Kitchen,,,233,room_temperature,FALSE,,,TRUE,TRUE
Coffee Powder 500 Grm,packet,packet,1,1779,Kitchen,,,1,room_temperature,FALSE,,,TRUE,TRUE
Coffee Esspresso Blend ,kg,packet,1,1509,Kitchen,,,0,room_temperature,FALSE,,,TRUE,TRUE
Coffee,kg,packet,1,660.69,Kitchen,,,17,room_temperature,FALSE,,LAVAZZA,TRUE,TRUE
Coffee ,kg,packet,1,1036,Kitchen,,,8,room_temperature,FALSE,,TATA ,TRUE,TRUE
Tea Lal Ghoda ,kg,packet,1,277,Kitchen,,,91,room_temperature,FALSE,,TATA ,TRUE,TRUE
Maggi ,packet,packet,1,310,Kitchen,,,18,room_temperature,FALSE,,MAGGI ,TRUE,TRUE
Khaman Dhokla ,packet,packet,1,195,Kitchen,,,55,room_temperature,FALSE,,GANPATI ,TRUE,TRUE
Kaju Soora,kg,packet,1,450,Kitchen,,,0,room_temperature,FALSE,,,TRUE,TRUE
Kaju Tukda ,kg,packet,1,822,Kitchen,,,34,room_temperature,FALSE,,,TRUE,TRUE
Kaju Whole ,kg,packet,1,826,Kitchen,,,9.25,room_temperature,FALSE,,,TRUE,TRUE
Green Elaichi ,kg,packet,0.1,3200,Kitchen,,,,room_temperature,FALSE,,,TRUE,TRUE
Coconut Water ,piece,individual,1,23.63,Kitchen,,,0,room_temperature,FALSE,,,TRUE,TRUE
Food Color ,can,can,1,80,Kitchen,,,65,room_temperature,FALSE,,BUSH ,TRUE,TRUE
Bourn Vita ,kg,packet,1,410,Kitchen,,,2,room_temperature,FALSE,,CADBURY ,TRUE,TRUE
Garlic ,kg,packet,1,76,Kitchen,,,110,room_temperature,FALSE,,,TRUE,TRUE
Green Peas ,kg,packet,5,450,Kitchen,,,54,room_temperature,FALSE,,,TRUE,TRUE
French Fry ,kg,packet,2.5,310,Kitchen,,,23,room_temperature,FALSE,,,TRUE,TRUE
Saunf,kg,packet,1,345.71,Kitchen,,,67,room_temperature,FALSE,,,TRUE,TRUE
French Fry ,kg,packet,3,396,Kitchen,,,0,room_temperature,FALSE,,,TRUE,TRUE
Corn Flakes ,packet,packet,1,54.8,Kitchen,,,213,room_temperature,FALSE,,SHANTIS ,TRUE,TRUE
Honey ,liter,bottle,1,343,Kitchen,,,24,room_temperature,FALSE,,PATANJALI ,TRUE,TRUE
American Corn ,packet,packet,1,75,Kitchen,,,108,room_temperature,FALSE,,FRESH O GREEN ,TRUE,TRUE
Chilli Flakes ,kg,packet,1,400,Kitchen,,,2,room_temperature,FALSE,,VIVA ,TRUE,TRUE
Oregano ,kg,packet,1,350,Kitchen,,,1.5,room_temperature,FALSE,,VIVA,TRUE,TRUE
Laung (Clove) ,kg,packet,1,825,Kitchen,,,,room_temperature,FALSE,,,TRUE,TRUE
Tutit Frutti,kg,packet,0.4,33,Kitchen,,,49,room_temperature,FALSE,,,TRUE,TRUE
Choco Flakes ,packet,packet,1,115.15,Kitchen,,,0,room_temperature,FALSE,,SHANTIS,TRUE,TRUE
Tooth Pick,liter,bottle,0.05,8.8,Kitchen,,,850,room_temperature,FALSE,,SILVER,TRUE,TRUE
Tahina Paste 1Kg,can,can,1,890,Kitchen,,,2,room_temperature,FALSE,,,TRUE,TRUE
Amsur Powder,kg,packet,1,194.95,Kitchen,,,,room_temperature,FALSE,,,TRUE,TRUE
Baked Beans 440Gm,kg,packet,0.44,46.2,Kitchen,,,141,room_temperature,FALSE,,,TRUE,TRUE
Bread Crums,packet,packet,1,125,Kitchen,,,1,room_temperature,FALSE,,,TRUE,TRUE
Chocolate Topping 1Ltr,liter,bottle,1,238,Kitchen,,,4,room_temperature,FALSE,,,TRUE,TRUE
"Cooking Soda
Cooking Soda",packet,packet,1,10,Kitchen,,,0,room_temperature,FALSE,,,TRUE,TRUE
Garlic Powder 4 225Mrp,packet,packet,1,191.25,Kitchen,,,0,room_temperature,FALSE,,,TRUE,TRUE
Gurd,kg,packet,1,240,Kitchen,,,,room_temperature,FALSE,,,TRUE,TRUE
Hershey Syrup Chocolate,liter,bottle,0.001,186.85,Kitchen,,,5,room_temperature,FALSE,,,TRUE,TRUE
Jalepeno Slice 850G Habit Jar,jar,jar,1,101.25,Kitchen,,,10,room_temperature,FALSE,,,TRUE,TRUE
Jal Jeera Powder,packet,packet,1,126.26,Kitchen,,,10,room_temperature,FALSE,,,TRUE,TRUE
Ker,kg,packet,1,932,Kitchen,,,2,room_temperature,FALSE,,,TRUE,TRUE
Sangari,kg,packet,1,798,Kitchen,,,4.5,room_temperature,FALSE,,,TRUE,TRUE
Kery Pudina,liter,bottle,1,242.25,Kitchen,,,38,room_temperature,FALSE,,,TRUE,TRUE
Kesar,packet,packet,1,128,Kitchen,,,8,room_temperature,FALSE,,,TRUE,TRUE
White Til,packet,packet,1,72,Kitchen,,,3.5,room_temperature,FALSE,,,TRUE,TRUE
Tea Bags Pouch 100,packet,packet,1,1.6,Room_supply,,,0,room_temperature,FALSE,,TETLEY ,TRUE,TRUE
Tea Bags Pouch 200,packet,packet,1,305,Room_supply,,,10,room_temperature,FALSE,,TETLEY ,TRUE,TRUE
Green Bags Pouch 25,packet,packet,1,161.5,Room_supply,,,1,room_temperature,FALSE,,TETLEY ,TRUE,TRUE
Coffee Pouch 144,packet,packet,1,267.84,Room_supply,,,20,room_temperature,FALSE,,NESCAFE ,TRUE,TRUE
Milk Powder Pouch 120,packet,packet,1,364,Room_supply,,,2,room_temperature,FALSE,,AMUL ,TRUE,TRUE
Milk Powder Pouch 150,packet,packet,1,375,Room_supply,,,33,room_temperature,FALSE,,EVERY DAY ,TRUE,TRUE
Sugar Pouch 200,packet,packet,1,115.5,Room_supply,,,120,room_temperature,FALSE,,JYOT ,TRUE,TRUE
Chilli Flakes Sachet 225Mrp,packet,packet,1,120,Room_supply,,,1,room_temperature,FALSE,,,TRUE,TRUE
Slipper ,packet,packet,1,34.45,Room_supply,,,2000,room_temperature,FALSE,,,TRUE,TRUE
Body Wash ,packet,packet,1,8.85,Room_supply,,,0,room_temperature,FALSE,,,TRUE,TRUE
Lotion ,packet,packet,1,8.85,Room_supply,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shampoo,packet,packet,1,8.85,Room_supply,,,0,room_temperature,FALSE,,,TRUE,TRUE
Hair Oil ,packet,packet,1,0.85,Room_supply,,,1700,room_temperature,FALSE,,,TRUE,TRUE
Shower Cap ,packet,packet,1,3.85,Room_supply,,,400,room_temperature,FALSE,,,TRUE,TRUE
Care Kit ,packet,packet,1,4.42,Room_supply,,,100,room_temperature,FALSE,,,TRUE,TRUE
Glass Coaster ,packet,packet,1,1.77,Room_supply,,,9196,room_temperature,FALSE,,,TRUE,TRUE
Dolly Paper ,packet,packet,1,16,Room_supply,,,362,room_temperature,FALSE,,,TRUE,TRUE
Glass Cover ,packet,packet,1,6,Room_supply,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shoe Shine ,packet,packet,1,7,Room_supply,,,1700,room_temperature,FALSE,,,TRUE,TRUE
Disposal Bag ,packet,packet,1,7,Room_supply,,,500,room_temperature,FALSE,,,TRUE,TRUE
Chocolate Box,packet,packet,1,98,Room_supply,,,2,room_temperature,FALSE,,,TRUE,TRUE
Oregano Spice Mix Schet,packet,packet,1,120,Room_supply,,,2,room_temperature,FALSE,,,TRUE,TRUE
9 V Battery,piece,individual,1,180,House_keeping,,,100,room_temperature,FALSE,,,TRUE,TRUE
Aa Cell,piece,individual,1,5.5,House_keeping,,,138,room_temperature,FALSE,,,TRUE,TRUE
Aa Duro Cell,piece,individual,1,36.39,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Aaa Cell,piece,individual,1,5,House_keeping,,,115,room_temperature,FALSE,,,TRUE,TRUE
Agarbatti,packet,packet,1,40,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
All Out Machine,piece,individual,1,80,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
All Out Refil,piece,individual,1,55,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
All Purpose Kit,piece,individual,1,3.54,House_keeping,,,2933,room_temperature,FALSE,,,TRUE,TRUE
Bleaching Powder,kg,packet,0.001,51,House_keeping,,,150,room_temperature,FALSE,,,TRUE,TRUE
Body Wash,piece,individual,1,8.85,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Bodywash ,liter,bottle,5,180.09,House_keeping,,,30,room_temperature,FALSE,,,TRUE,TRUE
Broom Danda,piece,individual,1,428.57,House_keeping,,,3,room_temperature,FALSE,,,TRUE,TRUE
Broom Phool,piece,individual,1,70,House_keeping,,,59,room_temperature,FALSE,,,TRUE,TRUE
Comb,piece,individual,1,5.12,House_keeping,,,8683,room_temperature,FALSE,,,TRUE,TRUE
Coster,piece,individual,1,1.7,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Cottan Siliper,pair,pair,1,30.54,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Coular Patti,piece,individual,1,70,House_keeping,,,12,room_temperature,FALSE,,,TRUE,TRUE
Dental Kit,piece,individual,1,10.58,House_keeping,,,1600,room_temperature,FALSE,,,TRUE,TRUE
Dettol Soap,piece,individual,1,8.89,House_keeping,,,400,room_temperature,FALSE,,,TRUE,TRUE
Dhaga,packet,individual,1,80,House_keeping,,,24,room_temperature,FALSE,,,TRUE,TRUE
Dnd Card,piece,individual,1,10.03,House_keeping,,,1846,room_temperature,FALSE,,,TRUE,TRUE
Drawing Pin1*10Nos,packet,packet,1,110.25,House_keeping,,,6,room_temperature,FALSE,,,TRUE,TRUE
Dry Mop,piece,individual,1,220.8,House_keeping,,,85,room_temperature,FALSE,,,TRUE,TRUE
Duro D2 Cell,piece,individual,1,162.5,House_keeping,,,42,room_temperature,FALSE,,,TRUE,TRUE
Dustbin 120 Ltr,piece,individual,1,2250,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Duster White,piece,individual,1,11.3,House_keeping,,,554,room_temperature,FALSE,,,TRUE,TRUE
Electric Bat,piece,individual,1,475,House_keeping,,,1,room_temperature,FALSE,,,TRUE,TRUE
Exl Bar Soap ,piece,individual,1,8.71,House_keeping,,,840,room_temperature,FALSE,,,TRUE,TRUE
Finayal,liter,bottle,5,27.14,House_keeping,,,10,room_temperature,FALSE,,,TRUE,TRUE
Garbege Bags  ( All ),kg,packet,1,123.9,House_keeping,,,800,room_temperature,FALSE,,,TRUE,TRUE
Hair Oil,packet,individual,1,85,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Hand Gloves ,packet,individual,1,27.97,House_keeping,,,900,room_temperature,FALSE,,,TRUE,TRUE
Handwash ,liter,bottle,5,180.09,House_keeping,,,40,room_temperature,FALSE,,,TRUE,TRUE
Handwash ,liter,bottle,5,36,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Kapoor Goli,packet,individual,1,116,House_keeping,,,27,room_temperature,FALSE,,,TRUE,TRUE
Ker Kit,piece,individual,1,5.8,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Kot Roll,liter,roll,0.001,65,House_keeping,,,213,room_temperature,FALSE,,,TRUE,TRUE
Lakej Tag,piece,individual,1,2.12,House_keeping,,,1250,room_temperature,FALSE,,,TRUE,TRUE
Laundry Bag Site,piece,individual,1,30,House_keeping,,,72,room_temperature,FALSE,,,TRUE,TRUE
Laundry Bag H.K.I,piece,individual,1,9.44,House_keeping,,,1900,room_temperature,FALSE,,,TRUE,TRUE
Lemon Soap With Ki Logo,piece,individual,1,4.72,House_keeping,,,5000,room_temperature,FALSE,,,TRUE,TRUE
Lock,piece,individual,1,30,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Lux Soap,piece,individual,1,8.51,House_keeping,,,1944,room_temperature,FALSE,,,TRUE,TRUE
Match Pc,piece,individual,1,0.75,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Odonil,piece,individual,1,25.51,House_keeping,,,1617,room_temperature,FALSE,,,TRUE,TRUE
Pci Hit,piece,individual,1,115.69,House_keeping,,,34,room_temperature,FALSE,,,TRUE,TRUE
Pears Soap ,piece,individual,1,19.62,House_keeping,,,1440,room_temperature,FALSE,,,TRUE,TRUE
Reva Sense 5Ltr,liter,bottle,5,165.2,House_keeping,,,90,room_temperature,FALSE,,,TRUE,TRUE
Ring Rabar,kg,packet,1,200,House_keeping,,,1,room_temperature,FALSE,,,TRUE,TRUE
Room Spray,piece,individual,1,114.13,House_keeping,,,96,room_temperature,FALSE,,,TRUE,TRUE
Shampoo ,liter,bottle,0.38,152.57,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Shampoo ,liter,bottle,5,180.09,House_keeping,,,85,room_temperature,FALSE,,,TRUE,TRUE
Shampoo Clinic Plus ,pouch,pouch,1,0.73,House_keeping,,,960,room_temperature,FALSE,,,TRUE,TRUE
Shaving Kit (Razor & Cream),packet,packet,1,13.57,House_keeping,,,1400,room_temperature,FALSE,,,TRUE,TRUE
Dental Kit (Paste & Brush),packet,packet,1,11.8,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Shoe Shine,piece,individual,1,6.49,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Shower Cap,packet,packet,1,4.53,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Skin Lotion ,liter,bottle,5,180.09,House_keeping,,,65,room_temperature,FALSE,,,TRUE,TRUE
Steel Wool Roll ,liter,roll,5,1416,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Stick Mop,piece,individual,1,153.4,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Su Shayner,piece,individual,1,6.49,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Surf Excel ,kg,packet,1,118.47,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Surf Excel ,packet,individual,1,80.97,House_keeping,,,152,room_temperature,FALSE,,,TRUE,TRUE
Surf Excel ,packet,individual,1,58,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Emrail,can,can,1,157.88,House_keeping,,,20,room_temperature,FALSE,,,TRUE,TRUE
Taski H 100,can,can,1,187.85,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Machine Paid,piece,individual,1,491.33,House_keeping,,,19,room_temperature,FALSE,,,TRUE,TRUE
Taski Nobile Plus,can,can,1,1825.46,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski R-1,piece,can,1,215.48,House_keeping,,,125,room_temperature,FALSE,,,TRUE,TRUE
Taski R-2,piece,can,1,182.39,House_keeping,,,20,room_temperature,FALSE,,,TRUE,TRUE
Taski R-3,piece,can,1,249.03,House_keeping,,,40,room_temperature,FALSE,,,TRUE,TRUE
Taski R-4,piece,can,1,349.23,House_keeping,,,40,room_temperature,FALSE,,,TRUE,TRUE
Taski R-5,piece,can,1,183.48,House_keeping,,,75,room_temperature,FALSE,,,TRUE,TRUE
Taski R-6,piece,can,1,130.11,House_keeping,,,10,room_temperature,FALSE,,,TRUE,TRUE
Taski R-7,piece,can,1,100.84,House_keeping,,,85,room_temperature,FALSE,,,TRUE,TRUE
Taski R-9,piece,can,1,190.72,House_keeping,,,75,room_temperature,FALSE,,,TRUE,TRUE
Taski R6 500Ml,piece,individual,1,63.23,House_keeping,,,48,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma D7.1,liter,bottle,5,298.17,House_keeping,,,40,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Drain,piece,can,1,159.35,House_keeping,,,40,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Grill D9,liter,bottle,5,284.84,House_keeping,,,35,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Multi,liter,bottle,5,96.68,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Select ,liter,bottle,0.025,417.34,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Ultra,liter,bottle,5,517.9,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Terranova,liter,bottle,0.001,437.42,House_keeping,,,50,room_temperature,FALSE,,,TRUE,TRUE
Taski Urinal Screen,piece,individual,1,448.06,House_keeping,,,16,room_temperature,FALSE,,,TRUE,TRUE
Scrub Pad,packet,individual,1,23,House_keeping,,,1630,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Date,piece,can,1,128.27,House_keeping,,,65,room_temperature,FALSE,,,TRUE,TRUE
Wc- Band,piece,individual,1,0.71,House_keeping,,,1800,room_temperature,FALSE,,,TRUE,TRUE
Wipper Big,piece,individual,1,177,House_keeping,,,60,room_temperature,FALSE,,,TRUE,TRUE
Wipper Small,piece,individual,1,141.6,House_keeping,,,112,room_temperature,FALSE,,,TRUE,TRUE
W/C Brush,piece,individual,1,88.84,House_keeping,,,58,room_temperature,FALSE,,,TRUE,TRUE
Taski Suma Dip -K1,liter,bottle,5,204.93,House_keeping,,,50,room_temperature,FALSE,,,TRUE,TRUE
Vim Bar,packet,individual,1,9.35,House_keeping,,,431,room_temperature,FALSE,,,TRUE,TRUE
Wc Bend ,packet,packet,1,0.82,House_keeping,,,,room_temperature,FALSE,,,TRUE,TRUE
Caustic Powder,kg,packet,0.001,52.41,House_keeping,,,150,room_temperature,FALSE,,,TRUE,TRUE
Taski 100 L Crystal,kg,packet,0.001,274.27,House_keeping,,,0,room_temperature,FALSE,,,TRUE,TRUE
Taski Action Powder,kg,packet,0.001,314.7,House_keeping,,,125,room_temperature,FALSE,,,TRUE,TRUE
Taski Extra Soft,can,can,1,250,House_keeping,,,40,room_temperature,FALSE,,,TRUE,TRUE
Taski Hypo,liter,bottle,0.05,65.07,House_keeping,,,50,room_temperature,FALSE,,,TRUE,TRUE
Taski Suprime Powder,kg,packet,0.025,248.43,House_keeping,,,150,room_temperature,FALSE,,,TRUE,TRUE
Taski-200S,can,can,1,592.7,House_keeping,,,105,room_temperature,FALSE,,,TRUE,TRUE
Butter Paper Roll,liter,roll,0.001,155,Disposal,,,50,room_temperature,FALSE,,,TRUE,TRUE
C Fold Paper ,packet,packet,1,34,Disposal,,,1248,room_temperature,FALSE,,,TRUE,TRUE
Napkin Paper ,packet,packet,1,23.77,Disposal,,,3900,room_temperature,FALSE,,,TRUE,TRUE
Tissue Paper ,packet,packet,1,23,Disposal,,,1400,room_temperature,FALSE,,,TRUE,TRUE
Tissue Roll ,liter,roll,0.001,1563,Disposal,,,0,room_temperature,FALSE,,,TRUE,TRUE
Tissue Box ,box,box,1,31.86,Disposal,,,179,room_temperature,FALSE,,,TRUE,TRUE
Toilet Roll ,liter,roll,0.001,7.25,Disposal,,,1000,room_temperature,FALSE,,,TRUE,TRUE
Straw Pipe ,packet,packet,1,33.62,Disposal,,,30,room_temperature,FALSE,,,TRUE,TRUE
Stick Strier ,packet,packet,1,45,Disposal,,,,room_temperature,FALSE,,,TRUE,TRUE
Silver Foil ,liter,roll,0.001,351,Disposal,,,90,room_temperature,FALSE,,,TRUE,TRUE
Clean Foil ,liter,roll,0.001,269,Disposal,,,186,room_temperature,FALSE,,,TRUE,TRUE
Disposal Paper Glass ,packet,packet,1,28.5,Disposal,,,180,room_temperature,FALSE,,,TRUE,TRUE
Disposal Tea Cup ,packet,packet,1,13.27,Disposal,,,1457,room_temperature,FALSE,,,TRUE,TRUE
Disposal Water Glass ,packet,packet,1,35,Disposal,,,110,room_temperature,FALSE,,,TRUE,TRUE
Disposal Plate ,packet,packet,1,8.5,Disposal,,,2918,room_temperature,FALSE,,,TRUE,TRUE
Disposal Spoon ,packet,packet,1,41,Disposal,,,470,room_temperature,FALSE,,,TRUE,TRUE
Disposal Ice Cream Cup ,packet,packet,1,84,Disposal,,,115,room_temperature,FALSE,,,TRUE,TRUE
Meal Tray ,piece,individual,1,5.87,Disposal,,,1775,room_temperature,FALSE,,,TRUE,TRUE
Container Black  500 Ml,piece,individual,1,5.25,Disposal,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 300 Ml ,piece,individual,1,4.6,Disposal,,,1200,room_temperature,FALSE,,,TRUE,TRUE
Container Black 400 Ml ,piece,individual,1,5,Disposal,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 1000 Ml ,piece,individual,1,6.54,Disposal,,,300,room_temperature,FALSE,,,TRUE,TRUE
Container Black 650 Ml ,piece,individual,1,7.38,Disposal,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 250 Ml ,piece,individual,1,2.46,Disposal,,,0,room_temperature,FALSE,,,TRUE,TRUE
Container Black 100 Ml ,piece,individual,1,2.24,Disposal,,,2100,room_temperature,FALSE,,,TRUE,TRUE
Plastic Carry Bag 1 Kg ,kg,packet,0.001,280,Disposal,,,24,room_temperature,FALSE,,,TRUE,TRUE
Cap Kitchen  ,packet,packet,1,46.2,Disposal,,,50,room_temperature,FALSE,,,TRUE,TRUE
Food Sample Pouch ,packet,packet,1,30,Disposal,,,11,room_temperature,FALSE,,,TRUE,TRUE
Service Hand Gloves ,packet,packet,1,33,Disposal,,,,room_temperature,FALSE,,,TRUE,TRUE
Packing Roll ,liter,roll,0.001,240,Disposal,,,0,room_temperature,FALSE,,,TRUE,TRUE
Silver Bag 6*8,packet,packet,1,90,Disposal,,,12,room_temperature,FALSE,,,TRUE,TRUE
Silver Bag 8*10 ,packet,packet,1,100,Disposal,,,0,,,,,,
Bread Panni,packet,packet,1,190,Disposal,,,6,,,,,,
240 Ml D/W Glass White,piece,individual,1,3.54,Disposal,,,1400,,,,,,
350 Ml Pcs Glass(12Qz),piece,individual,1,3.07,Disposal,,,1046,,,,,,
500 Ml Packaging Dabba Black,piece,individual,1,5.59,Disposal,,,0,,,,,,
92 Dia Pet Flat Lid With Dhkan,piece,individual,1,1.18,Disposal,,,0,,,,,,
"Butter Paper Roll
Butter Paper Roll",liter,roll,0.001,155,Disposal,,,,,,,,,
Cake Box 10*10,piece,individual,1,16.8,Disposal,,,3530,,,,,,
Cake Box 8*8,piece,individual,1,13.44,Disposal,,,3284,,,,,,
Cap Chef Paper A,piece,individual,1,6.17,Disposal,,,770,,,,,,
"Carry Bag Plastic
Carry Bag  Plastic",kg,packet,0.001,135.64,Disposal,,,,,,,,,
"Meal Tray 8Cp
Meal Tray 8Cp",piece,individual,1,21.24,Disposal,,,650,,,,,,
Pastry Box 5*5,piece,individual,1,5.43,Disposal,,,2400,,,,,,
Pizza Box 10*10,piece,individual,1,11.54,Disposal,,,3200,,,,,,
Plain Paper Bag 23*18*15 Small,piece,individual,1,4.72,Disposal,,,0,,,,,,
Plain Paper Bag 30*21*18 Big,piece,individual,1,7.08,Disposal,,,1500,,,,,,
"Silver 6*8
Silver 6*8",packet,packet,1,88.29,Disposal,,,,,,,,,
"Silver8*10
Silver8*10",packet,packet,1,68.75,Disposal,,,,,,,,,
Stirrer Big,piece,individual,1,1.26,Disposal,,,18,,,,,,
Stirrer Small,piece,individual,1,1.15,Disposal,,,17,,,,,,
All Pin,packet,packet,1,40,Stationery,,,,,,,,,
Book Print Meal Coupon,piece,individual,1,134.5,Stationery,,,,,,,,,
Bread Tape,piece,individual,1,22.16,Stationery,,,180,,,,,,
Carbon Paper,piece,individual,1,1,Stationery,,,,,,,,,
Cello Tap,liter,roll,0.001,61,Stationery,,,,,,,,,
Cello Tap Midiam,liter,roll,0.001,40,Stationery,,,,,,,,,
Challan Book Big,piece,individual,1,111.94,Stationery,,,,,,,,,
Challan Book Small,piece,individual,1,39.53,Stationery,,,,,,,,,
Clip Band,piece,individual,1,3,Stationery,,,,,,,,,
Dori File,piece,individual,1,10,Stationery,,,,,,,,,
Driver Long Book,piece,individual,1,55,Stationery,,,,,,,,,
Duplicate Book,piece,individual,1,20.91,Stationery,,,36,,,,,,
Fevistick,piece,individual,1,24.09,Stationery,,,3,,,,,,
File Box Big,piece,individual,1,85,Stationery,,,,,,,,,
File Mini,piece,individual,1,60,Stationery,,,,,,,,,
File Voucher,piece,individual,1,12,Stationery,,,,,,,,,
Gate Pass Book,piece,individual,1,121,Stationery,,,,,,,,,
Guest Key Pocket,piece,individual,1,2.9,Stationery,,,,,,,,,
Highlighter,piece,individual,1,24.55,Stationery,,,4,,,,,,
L Folder,piece,individual,1,8,Stationery,,,,,,,,,
Latter Paid Hki,piece,individual,1,1.87,Stationery,,,,,,,,,
Lifafa All,piece,individual,1,1.99,Stationery,,,,,,,,,
Machine Stepler,piece,individual,1,30,Stationery,,,12,,,,,,
Marker Big Parmanet,piece,individual,1,13.21,Stationery,,,2,,,,,,
Marker Small Parmanet,piece,individual,1,8.23,Stationery,,,20,,,,,,
Marker White Bord Marker,piece,individual,1,17.66,Stationery,,,32,,,,,,
Paper Rin A4,packet,packet,1,231.6,Stationery,,,272,,,,,,
Pen,piece,individual,1,2.76,Stationery,,,300,,,,,,
Pen Unibull,piece,individual,1,80,Stationery,,,,,,,,,
Pencel,piece,individual,1,4.43,Stationery,,,210,,,,,,
Purchase Book,piece,individual,1,70,Stationery,,,,,,,,,
Ragister,piece,individual,1,102.06,Stationery,,,,,,,,,
Ragister Attendence,piece,individual,1,102.26,Stationery,,,,,,,,,
Ragister Daily Stock,piece,individual,1,368.97,Stationery,,,,,,,,,
Ragister Duty Allotment,piece,individual,1,220,Stationery,,,,,,,,,
Ragister Entery,piece,individual,1,588,Stationery,,,,,,,,,
Ragister Floor Sectiction,piece,individual,1,119,Stationery,,,,,,,,,
Ragister Grooming,piece,individual,1,220,Stationery,,,,,,,,,
Ragister Hand Over,piece,individual,1,178.18,Stationery,,,,,,,,,
Ragister Massage,piece,individual,1,358.33,Stationery,,,,,,,,,
Ragister Op,piece,individual,1,260,Stationery,,,,,,,,,
