Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
MADRASI PAPAD ,Kg ,Kg ,90 G,20,Other,,8,,Room Temperature,FALSE,,SRI MEENAKSHI TRADERS ,TRUE,TRUE
KHICHIYA PAPAD ,Kg ,Kg ,1000,100,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LIJJAT PAPAD,Kg,Kg,1000,340,Other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COCONUT POWDER ,Kg ,Kg ,1000,288,other,,2,,Room Temperature,FALSE,,AMIRAS ,TRUE,TRUE
NOODLES ,Kg ,Kg ,800 ,56.25,other,,0.5,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
VERMICELLI ,Kg ,Kg ,800 ,80.75,other,,8,,Room Temperature,FALSE,,BAMBINO ,TRUE,TRUE
WHITE DALIA ,Kg ,Kg ,1000,40,other,,2,,Room Temperature,FALSE,,JAGDISH ,TRUE,TRUE
POHA ,Kg ,Kg ,1000,52,other,,6,,Room Temperature,FALSE,,TAPARIA ,TRUE,TRUE
SEV MOTA ,Kg ,Kg ,1000,200,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
SEV BARIK ,Kg ,Kg ,1000,210,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
CUSTARD POWDER ,Kg ,Kg ,1000,95,other,,1,,Room Temperature,FALSE,,BUTTER FLY ,TRUE,TRUE
PEANUT ,Kg ,Kg ,1000,91.64,other,,4,,Room Temperature,FALSE,,,TRUE,TRUE
SOYA BEAN BADI ,Kg ,Kg ,1000,61.5,other,,3,,Room Temperature,FALSE,,RUCHI ,TRUE,TRUE
MOONG BADI ,Kg ,Kg ,1000,125,other,,,,Room Temperature,FALSE,,MAMTA ,TRUE,TRUE
MAGAJ,Kg ,Kg ,1000,465,other,,4,,Room Temperature,FALSE,,ASHOK INDUSTRIES ,TRUE,TRUE
SUJI ,Kg ,Kg ,1000,45,other,,4,,Room Temperature,FALSE,,TAPARIA ,TRUE,TRUE
ITLI RAWA ,Kg ,Kg ,1000,40,other,,7,,Room Temperature,FALSE,,,TRUE,TRUE
IMLI ,Kg ,Kg ,1000,125,other,,2,,Room Temperature,FALSE,,,TRUE,TRUE
PANI PURI  ,Kg ,Kg ,1000,95,other,,,,Room Temperature,FALSE,,AMAZING ,TRUE,TRUE
GULAB JAMUN POWDER ,Kg ,Kg ,200 ,107,other,,11,,Room Temperature,FALSE,,GITS ,TRUE,TRUE
AJINOMOTO ,Kg ,Kg ,500 ,90,other,,0.5,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
SPAGHETTI ,Kg,Kg,500 ,65,other,,,,Room Temperature,FALSE,,GOLDEN CROWN ,TRUE,TRUE
PASTA LASANIYA,Packet,PACKET,500 ,250,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PASTA PENNE  ,Packet,PACKET,500 ,120,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PASTA MACRONI  ,Packet,PACKET,500 ,83.61,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PASTA PENNE  ,Kg ,Kg ,1000,58,other,,,,Room Temperature,FALSE,,ZILLI MILLI ,TRUE,TRUE
PASTA MACRONI  ,Kg ,Kg ,1000,58,other,,,,Room Temperature,FALSE,,ZILLI MILLI ,TRUE,TRUE
GUR (JAGGERY),Kg ,Kg ,1000,42.97,other,,4,,Room Temperature,FALSE,,,TRUE,TRUE
BAKING POWDER ,Kg ,Kg ,400 ,48.14,other,,,,Room Temperature,FALSE,,WEIKFIELD ,TRUE,TRUE
MURMURA ,Kg ,Kg ,500 ,37.15,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
SABUDANA ,Kg ,Kg ,500 ,36.5,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COFFEE POWDER 500 GRM,Packet,PACKET,500 ,1779,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COFFEE ESSPRESSO BLEND ,Kg,Kg,1000,1509,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COFFEE,Kg,Kg,1000,660.69,other,,0.5,,Room Temperature,FALSE,,LAVAZZA,TRUE,TRUE
COFFEE ,Kg ,Kg ,1000,1036,other,,,,Room Temperature,FALSE,,TATA ,TRUE,TRUE
TEA LAL GHODA ,Kg ,Kg ,1000,277,other,,5,,Room Temperature,FALSE,,TATA ,TRUE,TRUE
MAGGI ,Packet,PACKET ,1680,310,other,,,,Room Temperature,FALSE,,MAGGI ,TRUE,TRUE
KHAMAN DHOKLA ,Packet,PACKET ,1000,195,other,,,,Room Temperature,FALSE,,GANPATI ,TRUE,TRUE
KAJU SOORA,Kg,Kg,1000,450,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KAJU TUKDA ,Kg,Kg,1000,822,other,,0.7,,Room Temperature,FALSE,,,TRUE,TRUE
KAJU WHOLE ,Kg,Kg,1000,826,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
GREEN ELAICHI ,Kg,Kg,100 ,3200,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COCONUT WATER ,piece,PIECES,PC,23.63,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
FOOD COLOR ,Liter ,TIN ,100 ,80,other,,1,,Room Temperature,FALSE,,BUSH ,TRUE,TRUE
BOURN VITA ,Kg ,Kg ,1000,410,other,,,,Room Temperature,FALSE,,CADBURY ,TRUE,TRUE
GARLIC ,Kg ,Kg ,1000,76,other,,7,,Room Temperature,FALSE,,,TRUE,TRUE
GREEN PEAS ,Kg ,Kg ,5000,450,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
FRENCH FRY ,Kg ,Kg ,2500,310,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SAUNF,Kg ,Kg ,1000,345.71,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
FRENCH FRY ,Kg ,Kg ,3000,396,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CORN FLAKES ,Packet,PACKET ,500 ,54.8,other,,10,,Room Temperature,FALSE,,SHANTIS ,TRUE,TRUE
HONEY ,bottle,bottle,1000,343,other,,,,Room Temperature,FALSE,,PATANJALI ,TRUE,TRUE
AMERICAN CORN ,Packet,PACKET ,1000,75,other,,,,Room Temperature,FALSE,,FRESH O GREEN ,TRUE,TRUE
CHILLI FLAKES ,Kg ,Kg ,1000,400,other,,,,Room Temperature,FALSE,,VIVA ,TRUE,TRUE
OREGANO ,Kg ,Kg ,1000,350,other,,,,Room Temperature,FALSE,,VIVA,TRUE,TRUE
LAUNG (CLOVE) ,Kg ,Kg ,1000,825,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TUTIT FRUTTI,Kg ,Kg ,400 ,33,other,,2,,Room Temperature,FALSE,,,TRUE,TRUE
CHOCO FLAKES ,Packet,PACKET ,375 ,115.15,other,,4,,Room Temperature,FALSE,,SHANTIS,TRUE,TRUE
TOOTH PICK,bottle,bottle,.50 ,8.8,other,,4,,Room Temperature,FALSE,,SILVER,TRUE,TRUE
TAHINA PASTE 1Kg,Liter ,TIN ,1000,890,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
AMSUR POWDER,Kg,Kg,1000,194.95,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BAKED BEANS 440GM,Kg,Kg,440 ,46.2,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BREAD CRUMS,Packet,PACKET,1000,125,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CHOCOLATE TOPPING 1LTR,bottle,bottle,1000,238,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
"COOKING SODA
COOKING SODA",Packet,PACKET,100 ,10,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
GARLIC POWDER 4 225MRP,Packet,PACKET,400 ,191.25,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
GURD,Kg,Kg,1000,240,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
HERSHEY SYRUP CHOCOLATE,bottle,bottle,1,186.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
JALEPENO SLICE 850G HABIT jar,liter,jar,850 ,101.25,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
JAL JEERA POWDER,Packet,PACKET,1,126.26,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KER,Kg,Kg,1000,932,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SANGARI,Kg,Kg,1000,798,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KERY PUDINA,bottle,bottle,1000,242.25,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KESAR,Packet,PACKET,1   ,128,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
WHITE TIL,Packet,PACKET,1000,72,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TEA BAGS POUCH 100,Packet,PACKET ,1,1.6,other,,,,Room Temperature,FALSE,,TETLEY ,TRUE,TRUE
TEA BAGS POUCH 200,Packet,PACKET ,1,305,other,,,,Room Temperature,FALSE,,TETLEY ,TRUE,TRUE
GREEN BAGS POUCH 25,Packet,PACKET ,1,161.5,other,,,,Room Temperature,FALSE,,TETLEY ,TRUE,TRUE
COFFEE POUCH 144,Packet,PACKET ,1,267.84,other,,,,Room Temperature,FALSE,,NESCAFE ,TRUE,TRUE
MILK POWDER POUCH 120,Packet,PACKET ,1,364,other,,,,Room Temperature,FALSE,,AMUL ,TRUE,TRUE
MILK POWDER POUCH 150,Packet,PACKET ,1,375,other,,,,Room Temperature,FALSE,,EVERY DAY ,TRUE,TRUE
SUGAR POUCH 200,Packet,PACKET ,1,115.5,other,,,,Room Temperature,FALSE,,JYOT ,TRUE,TRUE
CHILLI FLAKES SACHET 225MRP,Packet,PACKET,1,120,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SLIPPER ,Packet,PACKET ,1,34.45,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BODY WASH ,Packet,PACKET ,1,8.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LOTION ,Packet,PACKET ,1,8.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SHAMPOO,Packet,PACKET ,1,8.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
HAIR OIL ,Packet,PACKET ,1,0.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SHOWER CAP ,Packet,PACKET ,1,3.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CARE KIT ,Packet,PACKET ,1,4.42,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
GLASS COASTER ,Packet,PACKET ,1,1.77,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DOLLY PAPER ,Packet,PACKET ,1,16,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
GLASS COVER ,Packet,PACKET ,1,6,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SHOE SHINE ,Packet,PACKET ,1,7,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DISPOSAL BAG ,Packet,PACKET ,1,7,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CHOCOLATE BOX,Packet,PACKET ,1,98,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
OREGANO SPICE MIX SCHET,Packet,PACKET ,1,120,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
9 V BATTERY,piece,PIECE ,1,180,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
AA CELL,piece,PIECE ,1,5.5,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
AA DURO CELL,piece,PIECE ,1,36.39,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
AAA CELL,piece,PIECE ,1,5,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
AGARBATTI,Packet,PACKET,1,40,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
ALL OUT MACHINE,piece,PIECE ,1,80,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
ALL OUT REFIL,piece,PIECE ,1,55,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
ALL PURPOSE KIT,piece,PIECE ,1,3.54,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BLEACHING POWDER,Kg,Kg,1,51,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BODY WASH,piece,PIECE ,1,8.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BODYWASH ,Liter,LTR,5000,180.09,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BROOM DANDA,piece,PIECE ,1,428.57,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BROOM PHOOL,piece,PIECE ,1,70,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COMB,piece,PIECE ,1,5.12,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COSTER,piece,PIECE ,1,1.7,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COTTAN SILIPER,bunch,PAIR,1,30.54,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
COULAR PATTI,piece,PIECE ,1,70,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
DENTAL KIT,piece,PIECE ,1,10.58,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DETTOL SOAP,piece,PIECE ,1,8.89,other,,200,,Room Temperature,FALSE,,,TRUE,TRUE
DHAGA,Packet,PKT,1,80,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
DND CARD,piece,PIECE ,1,10.03,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DRAWING PIN1*10NOS,Packet,PACKET,1,110.25,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DRY MOP,piece,PIECE ,1,220.8,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
DURO D2 CELL,piece,PIECE ,1,162.5,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DUSTBIN 120 LTR,piece,PIECE ,1,2250,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DUSTER WHITE,piece,PIECE ,1,11.3,other,,2,,Room Temperature,FALSE,,,TRUE,TRUE
ELECTRIC BAT,piece,PIECE ,1,475,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
EXL BAR SOAP ,piece,PIECE ,1,8.71,other,,60,,Room Temperature,FALSE,,,TRUE,TRUE
FINAYAL,Liter,LTR,5000,27.14,other,,10,,Room Temperature,FALSE,,,TRUE,TRUE
GARBEGE BAGS  ( ALL ),Kg,Kg,1000,123.9,other,,10,,Room Temperature,FALSE,,,TRUE,TRUE
HAIR OIL,Packet,PKT,100 ,85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
HAND GLOVES ,Packet,PKT,100 ,27.97,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
HANDWASH ,Liter,LTR,5000,180.09,other,,5,,Room Temperature,FALSE,,,TRUE,TRUE
HANDWASH ,Liter,LTR,5000,36,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KAPOOR GOLI,Packet,PKT,1000,116,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KER KIT,piece,PIECE ,1,5.8,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
KOT ROLL,,ROL,1,65,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LAKEJ TAG,piece,PIECE ,1,2.12,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LAUNDRY BAG SITE,piece,PIECE ,1,30,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LAUNDRY BAG H.K.I,piece,PIECE ,1,9.44,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LEMON SOAP WITH KI LOGO,piece,PIECE ,1,4.72,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LOCK,piece,PIECE ,1,30,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
LUX SOAP,piece,PIECE ,1,8.51,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
MATCH PC,piece,PIECE ,1,0.75,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
ODONIL,piece,PIECE ,1,25.51,other,,58,,Room Temperature,FALSE,,,TRUE,TRUE
PCI HIT,piece,PIECE ,1,115.69,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PEARS SOAP ,piece,PIECE ,1,19.62,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
REVA SENSE 5LTR,Liter,LTR,5000,165.2,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
RING RABAR,Kg,Kg,1000,200,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
ROOM SPRAY,piece,PIECE ,1,114.13,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
SHAMPOO ,bottle,bottle,380 ,152.57,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SHAMPOO ,Liter,LTR,5000,180.09,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SHAMPOO CLINIC PLUS ,bottle,POUCH ,1,0.73,other,,700,,Room Temperature,FALSE,,,TRUE,TRUE
SHAVING KIT (RAZOR & CREAM),Packet,PACKET ,1,13.57,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DENTAL KIT (PASTE & BRUSH),Packet,PACKET ,1,11.8,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SHOE SHINE,piece,PIECE ,1,6.49,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SHOWER CAP,Packet,PACKET,1,4.53,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SKIN LOTION ,Liter,LTR,5000,180.09,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
STEEL WOOL ROLL ,,ROL,5000,1416,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
STICK MOP,piece,PIECE ,1,153.4,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
SU SHAYNER,piece,PIECE ,1,6.49,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SURF EXCEL ,Kg ,Kg ,1000,118.47,other,,7,,Room Temperature,FALSE,,,TRUE,TRUE
SURF EXCEL ,Packet,PKT,750 ,80.97,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SURF EXCEL ,Packet,PKT,500,58,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI EMRAIL,can,can,5000,157.88,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI H 100,can,can,5000,187.85,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI MACHINE PAID,liter,UNI,1,491.33,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI NOBILE PLUS,can,can,5000,1825.46,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-1,bottel,barrel,5000,215.48,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-2,bottel,barrel,5000,182.39,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-3,bottel,barrel,5000,249.03,other,,0.5,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-4,bottel,barrel,5000,349.23,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-5,bottel,barrel,5000,183.48,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-6,bottel,barrel,5000,130.11,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-7,bottel,barrel,5000,100.84,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R-9,bottel,barrel,5000,190.72,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI R6 500ML,liter,UNI,500 ,63.23,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA D7.1,Liter,LTR,5000,298.17,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA DRAIN,bottel,barrel,5000,159.35,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA GRILL D9,Liter,LTR,5000,284.84,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA MULTI,Liter,LTR,5000,96.68,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA SELECT ,Liter,LTR,25 L,417.34,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA ULTRA,Liter,LTR,5000,517.9,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI TERRANOVA,Liter,LTR,1,437.42,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI URINAL SCREEN,liter,UNI,1,448.06,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SCRUB PAD,Packet,PKT,1,23,other,,3,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA DATE,bottel,barrel,5000,128.27,other,,2,,Room Temperature,FALSE,,,TRUE,TRUE
WC- BAND,piece,PIECE ,1,0.71,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
WIPPER BIG,piece,PIECE ,1,177,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
WIPPER SMALL,piece,PIECE ,1,141.6,other,,2,,Room Temperature,FALSE,,,TRUE,TRUE
W/C BRUSH,piece,PIECE ,1,88.84,other,,1,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUMA DIP -K1,Liter,LTR,5000,204.93,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
VIM BAR,Packet,PKT,1,9.35,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
WC BEND ,Packet,PACKET ,1,0.82,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CAUSTIC POWDER,Kg,Kg,1,52.41,other,,14,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI 100 L CRYSTAL,Kg,Kg,1,274.27,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI ACTION POWDER,Kg,Kg,1,314.7,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI EXTRA SOFT,can,can,5000,250,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI HYPO,Liter,LTR,50  ,65.07,other,,6,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI SUPRIME POWDER,Kg,Kg,25,248.43,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TASKI-200S,can,can,1,592.7,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
BUTTER PAPER ROLL,packet,packet,1,155,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
C FOLD PAPER ,Packet,PACKET ,1,34,other,,42,,Room Temperature,FALSE,,,TRUE,TRUE
NAPKIN PAPER ,Packet,PACKET ,1,23.77,other,,30,,Room Temperature,FALSE,,,TRUE,TRUE
TISSUE PAPER ,Packet,PACKET ,1,23,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TISSUE ROLL ,packet,packet,1,1563,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TISSUE Box ,box,Box ,1,31.86,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
TOILET ROLL ,packet,packet,1,7.25,other,,120,,Room Temperature,FALSE,,,TRUE,TRUE
STRAW PIPE ,Packet,PACKET ,1,33.62,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
STICK STRIER ,Packet,PACKET ,1,45,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SILVER FOIL ,packet,packet,1,351,other,,4,,Room Temperature,FALSE,,,TRUE,TRUE
CLEAN FOIL ,packet,packet,1,269,other,,4,,Room Temperature,FALSE,,,TRUE,TRUE
DISPOSAL PAPER GLASS ,Packet,PACKET ,1,28.5,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DISPOSAL TEA CUP ,Packet,PACKET ,1,13.27,other,,90,,Room Temperature,FALSE,,,TRUE,TRUE
DISPOSAL WATER GLASS ,Packet,PACKET ,1,35,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DISPOSAL PLATE ,Packet,PACKET ,1,8.5,other,,35,,Room Temperature,FALSE,,,TRUE,TRUE
DISPOSAL SPOON ,Packet,PACKET ,1,41,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
DISPOSAL ICE CREAM CUP ,Packet,PACKET ,1,84,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
MEAL TRAY ,piece,PIECE,1,5.87,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CONTAINER BLACK  500 ML,piece,PIECE,1,5.25,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CONTAINER BLACK 300 ML ,piece,PIECE,1,4.6,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CONTAINER BLACK 400 ML ,piece,PIECE,1,5,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CONTAINER BLACK 1000 ML ,piece,PIECE,1,6.54,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CONTAINER BLACK 650 ML ,piece,PIECE,1,7.38,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CONTAINER BLACK 250 ML ,piece,PIECE,1,2.46,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CONTAINER BLACK 100 ML ,piece,PIECE,1,2.24,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PLASTIC CARRY BAG 1 Kg ,Kg ,Kg ,1,280,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
CAP KITCHEN  ,Packet,PACKET ,1,46.2,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
FOOD SAMPLE POUCH ,Packet,PACKET ,1,30,other,,4,,Room Temperature,FALSE,,,TRUE,TRUE
SERVICE HAND GLOVES ,Packet,PACKET ,1,33,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
PACKING ROLL ,packet,packet,1,240,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SILVER BAG 6*8,Packet,PACKET ,1,90,other,,,,Room Temperature,FALSE,,,TRUE,TRUE
SILVER BAG 8*10 ,Packet,PACKET ,1,100,other,,,,,,,,,
BREAD PANNI,Packet,PACKET ,1000,190,other,,,,,,,,,
240 ML D/W GLASS WHITE,piece,PIECE,1,3.54,other,,,,,,,,,
350 ML PCS GLASS(12Qz),piece,PIECE,1,3.07,other,,,,,,,,,
500 ML PACKAGING DABBA BLACK,piece,PIECE,1,5.59,other,,,,,,,,,
92 DIA PET FLAT LID WITH DHKAN,piece,PIECE,1,1.18,other,,,,,,,,,
"BUTTER PAPER ROLL
BUTTER PAPER ROLL",packet,packet,1,155,other,,,,,,,,,
CAKE BOX 10*10,piece,PIECE,1,16.8,other,,,,,,,,,
CAKE BOX 8*8,piece,PIECE,1,13.44,other,,,,,,,,,
CAP CHEF PAPER A,piece,PIECE,1,6.17,other,,,,,,,,,
"CARRY BAG PLASTIC
CARRY BAG  PLASTIC",Kg ,Kg ,1,135.64,other,,,,,,,,,
"MEAL TRAY 8CP
MEAL TRAY 8CP",piece,PIECE,1,21.24,other,,,,,,,,,
PASTRY BOX 5*5,piece,PIECE,1,5.43,other,,,,,,,,,
PIZZA BOX 10*10,piece,PIECE,1,11.54,other,,,,,,,,,
PLAIN PAPER BAG 23*18*15 SMALL,piece,PIECE,1,4.72,other,,,,,,,,,
PLAIN PAPER BAG 30*21*18 BIG,piece,PIECE,1,7.08,other,,,,,,,,,
"SILVER 6*8
SILVER 6*8",Packet,PACKET,1,88.29,other,,,,,,,,,
"SILVER8*10
SILVER8*10",Packet,PACKET,1,68.75,other,,,,,,,,,
STIRRER BIG,piece,PIECE,1,1.26,other,,,,,,,,,
STIRRER SMALL,piece,PIECE,1,1.15,other,,,,,,,,,
ALL PIN,Packet,PACKET,500,40,other,,,,,,,,,
BOOK PRINT MEAL COUPON,piece,PIECE,1,134.5,other,,,,,,,,,
BREAD TAPE,piece,PIECE,1,22.16,other,,,,,,,,,
CARBON PAPER,piece,PIECE,1,1,other,,,,,,,,,
CELLO TAP,packet,packet,1,61,other,,,,,,,,,
CELLO TAP MIDIAM,packet,packet,1,40,other,,,,,,,,,
